,name,lat,lon,population,country
603,Pristina,42.6666,21.1724,,Kosovo
604,Ngerulmud,7.5,134.6242,,Palau
605,Aden,12.7797,45.0095,1000.0,Yemen
606,Cochabamba,-17.41,-66.17,1000.0,Bolivia
607,Yongzhou,26.2304,111.62,1000.0,China
608,Baoshan,25.12,99.15,1000.0,China
609,Quang Ha,16.06,108.25,1000.0,Vietnam
610,Kitaku,33.8704,130.82,997.536,Japan
611,Perm',58.0,56.25,997.0,Russia
612,Ahvaz,31.28,48.72,996.0,Iran
613,Jodhpur,26.2918,73.0168,995.0,India
614,San Luis Potosi,22.17,-101.0,992.0,Mexico
615,Odesa,46.49,30.71,991.0,Ukraine
616,Yinchuan,38.468,106.273,991.0,China
617,Jiaxing,30.7704,120.75,988.0,China
618,Joinvile,-26.32,-48.8399,988.0,Brazil
619,Donets'k,48.0,37.83,988.0,Ukraine
620,Guilin,25.28,110.28,987.0,China
621,Dahuk,36.8667,43.0,986.0,Iraq
622,Volgograd,48.71,44.5,984.0,Russia
623,Guwahati,26.16,91.77,983.0,India
624,Yichun,27.8333,114.4,982.0,China
625,Yangquan,37.87,113.57,981.448,China
626,Natal,-6.9838,-60.2699,980.588,Brazil
627,Chandigarh,30.72,76.78,979.0,India
628,Gwalior,26.23,78.1801,978.0,India
629,Hamamatsu,34.7181,137.7327,977.023,Japan
630,Qom,34.65,50.95,973.0,Iran
631,Jixi,45.3,130.97,965.0,China
632,Merida,20.9666,-89.6166,965.0,Mexico
633,Xin'an,34.38,118.35,962.656,China
634,Queretaro,20.63,-100.38,961.0,Mexico
635,Pingxiang,27.62,113.85,961.0,China
636,Joao Pessoa,-7.1011,-34.8761,956.0,Brazil
637,Klang,3.0204,101.55,956.0,Malaysia
638,Jinzhou,41.1204,121.1,956.0,China
639,Oklahoma City,35.4676,-97.5137,955.998,United States
640,Salerno,40.6804,14.7699,954.265,Italy
641,Thiruvananthapuram,8.5,76.95,954.0,India
642,Calicut,11.2504,75.77,953.0,India
643,Trichinopoly,10.81,78.69,951.0,India
644,Ogbomoso,8.13,4.24,951.0,Nigeria
645,General Santos,6.1108,125.1747,950.53,Philippines
646,Hue,16.47,107.58,950.0,Vietnam
647,Bacolod,10.6317,122.9817,949.354,Philippines
648,Nantong,32.0304,120.825,947.0,China
649,Foshan,23.0301,113.12,943.0,China
650,Songnam,37.4386,127.1378,942.0,"Korea, South"
651,Bridgeport,41.1918,-73.1953,938.406,United States
652,Nice,43.715,7.265,927.0,France
653,Buffalo,42.9017,-78.8487,926.261,United States
654,Erbil,36.179,44.0086,926.0,Iraq
655,Krasnoyarsk,56.014,92.866,925.0,Russia
656,Olinda,-8.0,-34.85,921.84,Brazil
657,Antwerp,51.2204,4.415,920.0,Belgium
658,Konya,37.875,32.475,919.0,Turkey
659,Bogor,-6.57,106.75,918.0,Indonesia
660,Hartford,41.7661,-72.6834,914.751,United States
661,Huaibei,33.9504,116.75,913.0,China
662,Xinyu,27.8,114.93,913.0,China
663,Teresina,-5.095,-42.78,907.0,Brazil
664,Naha,26.2072,127.673,905.238,Japan
665,Goyang,37.6527,126.8372,903.0,"Korea, South"
666,Nangandao,35.3204,113.87,903.0,China
667,Yibin,28.77,104.57,902.0,China
668,Aba,5.1004,7.35,897.56,Nigeria
669,Maiduguri,11.85,13.16,896.0,Nigeria
670,Az Zarqa',32.07,36.1,894.691,Jordan
671,Tarsus,36.9204,34.88,894.318,Turkey
672,Bengbu,32.95,117.33,894.0,China
673,Mendoza,-32.8833,-68.8166,893.0,Argentina
674,Hubli,15.36,75.125,890.0,India
675,Concepcion,-36.83,-73.05,889.725,Chile
676,Zaria,11.08,7.71,889.0,Nigeria
677,Dengtalu,36.08,114.35,887.0,China
678,Cartagena,10.3997,-75.5144,887.0,Colombia
679,Mysore,12.31,76.66,887.0,India
680,Mexicali,32.65,-115.48,885.0,Mexico
681,Tongliao,43.62,122.27,884.0,China
682,Mombasa,-4.04,39.6899,882.0,Kenya
683,Newcastle upon Tyne,55.0004,-1.6,882.0,United Kingdom
684,Novo Hamburgo,-29.7096,-51.14,876.99,Brazil
685,Callao,-12.07,-77.135,876.877,Peru
686,Bilbao,43.25,-2.93,875.552,Spain
687,Johor Bahru,1.48,103.73,875.0,Malaysia
688,Raipur,21.235,81.635,875.0,India
689,Xiaoxita,30.7,111.28,875.0,China
690,Fort Worth,32.7812,-97.3472,874.168,United States
691,Salem,11.67,78.1801,873.0,India
692,Yangjiang,21.8504,111.97,872.363,China
693,Marrakech,31.63,-8.0,872.0,Morocco
694,Kaifeng Chengguanzhen,34.85,114.35,872.0,China
695,Dandong,40.1436,124.3936,870.0,China
696,Al Basrah,30.5135,47.8136,870.0,Iraq
697,Aguascalientes,21.8795,-102.2904,869.0,Mexico
698,Tucson,32.1545,-110.8782,868.391,United States
699,Okayama,34.672,133.9171,866.092,Japan
700,Bucheon,37.4989,126.7831,866.0,"Korea, South"
701,Xuanzhou,30.9525,118.7553,866.0,China
702,Bandar Lampung,-5.43,105.27,865.0,Indonesia
703,Rizhao,35.4304,119.45,865.0,China
704,Palermo,38.125,13.35,863.0,Italy
705,Caerdydd,51.5,-3.225,861.4,United Kingdom
706,Tampico,22.3,-97.87,859.419,Mexico
707,Jiaozuo,35.25,113.22,857.0,China
708,Padang,-0.96,100.36,855.0,Indonesia
709,Jalandhar,31.3349,75.569,855.0,India
710,Zhenjiang,32.22,119.43,854.0,China
711,Valparaiso,-33.0478,-71.621,854.0,Chile
712,Pingdingshan,33.7304,113.3,849.0,China
713,Zunyi,27.7,106.92,849.0,China
714,Anshun,26.2504,105.93,849.0,China
715,Toulouse,43.62,1.4499,847.0,France
716,El Paso,31.8479,-106.4309,845.674,United States
717,Iguacu,-22.74,-43.47,844.583,Brazil
718,Bhubaneshwar,20.2704,85.8274,844.0,India
719,Voronezh,51.73,39.27,844.0,Russia
720,Saratov,51.58,46.03,843.0,Russia
721,Yuci,37.6804,112.73,840.0,China
722,Yancheng,33.3856,120.1253,839.0,China
723,Cuernavaca,18.9211,-99.24,834.001,Mexico
724,Linfen,36.0803,111.52,834.0,China
725,Honolulu,21.3294,-157.846,833.671,United States
726,Warri,5.52,5.76,830.106,Nigeria
727,Basel,47.5804,7.59,830.0,Switzerland
728,San Miguel de Tucuman,-26.816,-65.2166,830.0,Argentina
729,Kermanshah,34.38,47.06,828.313,Iran
730,Thessaloniki,40.6961,22.885,828.0,Greece
731,Omaha,41.2628,-96.0498,827.786,United States
732,Kota,25.18,75.835,827.0,India
733,Braga,41.555,-8.4213,826.833,Portugal
734,Jhansi,25.453,78.5575,826.494,India
735,Rongjiawan,29.3801,113.1,826.0,China
736,Nottingham,52.9703,-1.17,825.6,United Kingdom
737,Agadir,30.44,-9.62,825.467,Morocco
738,Butterworth,5.4171,100.4,821.652,Malaysia
739,Bareilly,28.3454,79.42,817.0,India
740,Jos,9.93,8.89,816.824,Nigeria
741,Xingyi,25.0904,104.89,816.0,China
742,Cebu City,10.32,123.9001,815.0,Philippines
743,Arequipa,-16.42,-71.53,815.0,Peru
744,Liverpool,53.416,-2.918,811.0,United Kingdom
745,Wuhu,31.3504,118.37,810.0,China
746,Langfang,39.5204,116.68,810.0,China
747,Rajshahi,24.375,88.605,810.0,Bangladesh
748,Zhaotong,27.3204,103.72,809.0,China
749,Culiacan,24.83,-107.38,809.0,Mexico
750,Valencia,39.485,-0.4,808.0,Spain
751,Lingyuan,41.24,119.4011,806.0,China
752,Cuiaba,-15.5696,-56.085,806.0,Brazil
753,Quy Nhon,13.78,109.18,805.29,Vietnam
754,Malang,-7.98,112.61,805.0,Indonesia
755,Aligarh,27.8922,78.0618,805.0,India
756,L'viv,49.835,24.03,803.88,Ukraine
757,Bordeaux,44.85,-0.595,803.0,France
758,McAllen,26.2273,-98.2471,800.904,United States
759,Baojishi,34.38,107.15,800.0,China
760,Pekanbaru,0.565,101.425,799.0,Indonesia
761,Oran,35.71,-0.62,798.0,Algeria
762,Yingkou,40.6703,122.28,795.0,China
763,Bhiwandi,19.35,73.13,795.0,India
764,Liaoyang,41.28,123.18,794.0,China
765,Chihuahua,28.645,-106.085,793.0,Mexico
766,Jammu,32.7118,74.8467,791.0,India
767,Melaka,2.2064,102.2465,788.706,Malaysia
768,Zaporizhzhya,47.8573,35.1768,788.0,Ukraine
769,Moradabad,28.8418,78.7568,787.0,India
770,Antalya,36.89,30.7,783.0,Turkey
771,Al Hudaydah,14.7979,42.953,780.0,Yemen
772,Campo Grande,-20.45,-54.6166,778.0,Brazil
773,Shaoxing,30.0004,120.57,777.0,China
774,Yichun,47.6999,128.9,777.0,China
775,Mangalore,12.9,74.85,776.632,India
776,Wuppertal,51.25,7.17,776.525,Germany
777,Cheongju,36.6439,127.5012,775.096,"Korea, South"
778,Zamboanga City,6.92,122.08,773.0,Philippines
779,Hamhung,39.9101,127.5454,773.0,"Korea, North"
780,Fuyang,30.0533,119.9519,771.0,China
781,Ilorin,8.49,4.55,771.0,Nigeria
782,Saarbrucken,49.2504,6.97,770.001,Germany
783,Fuxin,42.0105,121.66,770.0,China
784,Shiyan,32.57,110.78,770.0,China
785,Quetta,30.22,67.025,768.0,Pakistan
786,Trujillo,-8.12,-79.02,765.171,Peru
787,Kananga,-5.89,22.4,765.0,Congo (Kinshasa)
788,Trabzon,40.98,39.72,764.714,Turkey
789,Jincheng,35.5004,112.83,760.0,China
790,Albuquerque,35.1053,-106.6464,758.523,United States
791,Lodz,51.775,19.4514,758.0,Poland
792,Krakow,50.06,19.96,756.0,Poland
793,Saltillo,25.42,-101.005,754.0,Mexico
794,Sao Jose dos Campos,-23.2,-45.8799,753.769,Brazil
795,Hungnam,39.8231,127.6232,751.322,"Korea, North"
796,Ta`izz,13.6045,44.0394,751.0,Yemen
797,Pietermaritzburg,-29.61,30.39,750.845,South Africa
798,Tangier,35.7473,-5.8327,750.06,Morocco
799,Hsinchu,24.8168,120.9767,750.0,Taiwan
800,Changhua,24.0734,120.5134,750.0,Taiwan
801,Kolhapur,16.7,74.22,750.0,India
802,Farg`ona,40.39,71.78,750.0,Uzbekistan
803,Namangan,41.0,71.67,750.0,Uzbekistan
804,Liege,50.63,5.58,749.11,Belgium
805,Ciudad Guayana,8.37,-62.62,746.535,Venezuela
806,Birmingham,33.5277,-86.7987,744.189,United States
807,Hegang,47.4,130.37,743.307,China
808,Naga City,13.6192,123.1814,741.635,Philippines
809,Gdansk,54.36,18.64,740.0,Poland
810,Ansan,37.3481,126.8595,739.493,"Korea, South"
811,Nuremberg,49.45,11.08,737.304,Germany
812,Oyo,7.8504,3.93,736.072,Nigeria
813,Amravati,20.95,77.77,734.451,India
814,Denpasar,-8.65,115.22,732.344,Indonesia
815,Sokoto,13.06,5.24,732.178,Nigeria
816,Beihai,21.4804,109.1,728.978,China
817,Bremen,53.08,8.8,724.909,Germany
818,As Sulaymaniyah,35.5613,45.4309,723.17,Iraq
819,Hannover,52.367,9.7167,722.49,Germany
820,Cucuta,7.92,-72.52,722.146,Colombia
821,Hamilton,43.25,-79.83,721.053,Canada
822,Moshi,-3.3396,37.34,721.018,Tanzania
823,Shaoguan,24.8,113.58,720.266,China
824,Kumamoto,32.8009,130.7006,718.232,Japan
825,Dayton,39.7797,-84.1998,718.169,United States
826,Xinpu,34.6004,119.17,715.6,China
827,Acapulco de Juarez,16.85,-99.916,715.584,Mexico
828,Kandahar,31.61,65.6949,715.542,Afghanistan
829,Dehra Dun,30.3204,78.05,714.223,India
830,Rochester,43.168,-77.6162,711.998,United States
831,Jeonju,35.8314,127.1404,711.424,"Korea, South"
832,Samarkand,39.67,66.945,708.0,Uzbekistan
833,Qingyuan,23.7004,113.0301,706.717,China
834,Sarasota,27.3386,-82.543,706.245,United States
835,Changzhi,36.1839,113.1053,706.0,China
836,Tol'yatti,53.4804,49.53,702.879,Russia
837,Jaboatao,-8.11,-35.02,702.621,Brazil
838,Shizuoka,34.9858,138.3854,701.561,Japan
839,Bulawayo,-20.17,28.58,699.385,Zimbabwe
840,Soledad,10.92,-74.77,698.852,Colombia
841,Fresno,36.7831,-119.7941,698.021,United States
842,Meknes,33.9004,-5.56,697.628,Morocco
843,La Plata,-34.9096,-57.96,694.253,Argentina
844,Malegaon,20.5604,74.525,690.844,India
845,Enugu,6.45,7.5,688.862,Nigeria
846,Huangshi,30.22,115.1,688.09,China
847,Aracaju,-10.9,-37.12,685.356,Brazil
848,Allentown,40.5961,-75.4755,682.899,United States
849,Bonn,50.7205,7.08,680.543,Germany
850,San Pedro Sula,15.5,-88.03,680.091,Honduras
851,Nellore,14.44,79.9899,678.004,India
852,Catania,37.5,15.08,674.542,Italy
853,Gorakhpur,26.7504,83.38,674.246,India
854,Ipoh,4.6,101.065,673.318,Malaysia
855,Ch'ongjin,41.7846,129.79,672.614,"Korea, North"
856,Tulsa,36.1284,-95.9043,672.054,United States
857,Utsunomiya,36.55,139.87,667.752,Japan
858,Puyang Chengguanzhen,35.7004,114.98,666.322,China
859,An Najaf,32.0003,44.3354,665.552,Iraq
860,Sao Jose dos Pinhais,-25.57,-49.18,665.063,Brazil
861,Santo Andre,-23.6528,-46.5278,662.373,Brazil
862,Bytom,50.35,18.91,662.247,Poland
863,Pointe-Noire,-4.77,11.88,659.084,Congo (Brazzaville)
864,At Ta'if,21.2622,40.3823,657.282,Saudi Arabia
865,Ismailia,30.5903,32.26,656.135,Egypt
866,Concord,37.9722,-122.0016,654.77,United States
867,Shimoga,13.9304,75.56,654.055,India
868,Bien Hoa,10.97,106.8301,652.646,Vietnam
869,Xiping,25.6005,103.8166,652.604,China
870,Kryvyy Rih,47.9283,33.345,652.38,Ukraine
871,Irbid,32.55,35.85,650.0,Jordan
872,Tiruppur,11.0804,77.33,650.0,India
873,Andijon,40.79,72.34,650.0,Uzbekistan
874,Krasnodar,45.02,39.0,649.851,Russia
875,Zaragoza,41.65,-0.89,649.404,Spain
876,Genoa,44.41,8.93,647.497,Italy
877,Diyarbakir,37.9204,40.23,644.763,Turkey
878,Morelia,19.7334,-101.1895,644.306,Mexico
879,Ul'yanovsk,54.33,48.41,640.68,Russia
880,Utrecht,52.1003,5.12,640.0,Netherlands
881,Kikwit,-5.03,18.85,637.736,Congo (Kinshasa)
882,Al Hufuf,25.3487,49.5856,637.389,Saudi Arabia
883,Yogyakarta,-7.78,110.375,636.66,Indonesia
884,Wroclaw,51.1104,17.03,634.893,Poland
885,Winnipeg,49.883,-97.166,632.063,Canada
886,Izhevsk,56.85,53.23,631.038,Russia
887,Cape Coral,26.6445,-81.9955,630.134,United States
888,Springfield,42.1155,-72.5395,628.076,United States
889,Zhuozhou,39.5401,115.79,628.0,China
890,Raurkela,22.2304,84.83,625.831,India
891,Quebec,46.84,-71.2456,624.177,Canada
892,Poznan,52.4058,16.8999,623.997,Poland
893,Colorado Springs,38.8674,-104.7606,623.946,United States
894,Port Said,31.26,32.29,623.864,Egypt
895,Nanded,19.17,77.3,623.708,India
896,Bannu,32.989,70.5986,622.419,Pakistan
897,Southend-on-Sea,51.55,0.72,618.386,United Kingdom
898,Dresden,51.05,13.75,617.515,Germany
899,Wiesbaden,50.0804,8.25,617.126,Germany
900,Charleston,32.8151,-79.963,616.085,United States
901,Changping,40.2248,116.1944,614.821,China
902,Palu,-0.907,119.833,612.445,Indonesia
903,Taizhou,32.4904,119.9,612.356,China
904,Xingtai,37.05,114.5,611.739,China
905,Samsun,41.28,36.3437,609.339,Turkey
906,Luxor,25.7,32.65,609.248,Egypt
907,Belgaum,15.865,74.505,608.756,India
908,Pontianak,-0.03,109.32,607.311,Indonesia
909,Yaroslavl',57.62,39.87,606.73,Russia
910,Constantine,36.36,6.5999,605.179,Algeria
911,Banjarmasin,-3.33,114.5801,603.576,Indonesia
912,Grand Rapids,42.9615,-85.6557,602.694,United States
913,Kirkuk,35.4722,44.3923,601.433,Iraq
914,Sangli,16.8604,74.575,601.214,India
915,Barcelona,10.1304,-64.72,600.954,Venezuela
916,Mission Viejo,33.6095,-117.655,600.474,United States
917,Suhaj,26.5504,31.7,600.0,Egypt
918,Al Mansurah,31.0504,31.38,600.0,Egypt
919,Canoas,-29.92,-51.18,600.0,Brazil
920,Barnaul,53.355,83.745,599.579,Russia
921,Zahedan,29.5,60.83,598.887,Iran
922,Jalalabad,34.4415,70.4361,597.971,Afghanistan
923,Albany,42.6664,-73.7987,597.27,United States
924,Chiclayo,-6.7629,-79.8366,596.792,Peru
925,Hermosillo,29.0989,-110.9541,595.811,Mexico
926,Chanda,19.97,79.3,595.118,India
927,Al Hillah,32.4721,44.4217,594.605,Iraq
928,Al Hillah,23.4895,46.7564,594.605,Saudi Arabia
929,Rasht,37.3,49.63,594.59,Iran
930,Nagano,36.65,138.17,594.311,Japan
931,Vinh,18.7,105.68,593.645,Vietnam
932,Abeokuta,7.1604,3.35,593.1,Nigeria
933,Kayseri,38.735,35.49,592.84,Turkey
934,Samarinda,-0.5,117.15,592.228,Indonesia
935,Ajmer,26.45,74.64,589.985,India
936,Dortmund,51.53,7.45,588.462,Germany
937,Vladivostok,43.13,131.91,587.022,Russia
938,Irkutsk,52.32,104.245,586.695,Russia
939,Knoxville,35.9692,-83.9496,585.249,United States
940,Blantyre,-15.79,34.9899,584.877,Malawi
941,Baton Rouge,30.4419,-91.131,583.613,United States
942,Anqing,30.5,117.05,580.497,China
943,Cuttack,20.47,85.8899,580.0,India
944,Hachioji,35.6577,139.3261,579.399,Japan
945,Khabarovsk,48.455,135.12,579.0,Russia
946,Veracruz,19.1773,-96.16,578.963,Mexico
947,Kisangani,0.52,25.22,578.47,Congo (Kinshasa)
948,Kerman,30.3,57.08,577.514,Iran
949,Orumiyeh,37.53,45.0,577.307,Iran
950,Bikaner,28.0304,73.3299,576.015,India
951,Quetzaltenango,14.83,-91.52,575.263,Guatemala
952,Bakersfield,35.353,-119.0359,574.362,United States
953,Ogden,41.228,-111.9677,573.632,United States
954,Shihezi,44.3,86.0299,573.182,China
955,Kuching,1.53,110.33,570.407,Malaysia
956,Shuozhou,39.3004,112.42,570.0,China
957,Niigata,37.92,139.04,569.797,Japan
958,Pereira,4.8104,-75.68,568.75,Colombia
959,Macau,22.203,113.545,568.7,Macau
960,New Haven,41.3112,-72.9246,568.144,United States
961,Bouake,7.69,-5.03,567.481,Côte D’Ivoire
962,Columbia,34.0376,-80.9037,566.166,United States
963,Akron,41.0798,-81.5219,565.92,United States
964,Binjai,3.6204,98.5001,564.979,Indonesia
965,Uberlandia,-18.9,-48.28,563.536,Brazil
966,Sorocaba,-23.49,-47.47,563.281,Brazil
967,Wusong,30.9504,117.78,562.832,China
968,Weihai,37.5,122.1,560.255,China
969,Mar del Plata,-38.0,-57.58,555.897,Argentina
970,Santiago de Cuba,20.025,-75.8213,555.865,Cuba
971,Siping,43.17,124.33,555.609,China
972,Kagoshima,31.586,130.5611,555.352,Japan
973,Surakarta,-7.565,110.825,555.308,Indonesia
974,Makhachkala,42.98,47.5,554.981,Russia
975,Bhavnagar,21.7784,72.13,554.978,India
976,Uyo,5.008,7.85,554.906,Nigeria
977,Bristol,51.45,-2.5833,553.528,United Kingdom
978,Bahawalpur,29.39,71.675,552.607,Pakistan
979,Kenitra,34.2704,-6.58,551.786,Morocco
980,Ribeirao Preto,-21.17,-47.83,551.267,Brazil
981,Kanazawa,36.56,136.64,551.249,Japan
982,Orenburg,51.78,55.11,550.204,Russia
983,Malaga,36.7204,-4.42,550.058,Spain
984,Tabuk,28.3838,36.555,547.957,Saudi Arabia
985,Puerto La Cruz,10.17,-64.68,546.616,Venezuela
986,Jiujiang,29.73,115.98,545.616,China
987,Hisar,29.17,75.725,544.829,India
988,Kashgar,39.4763,75.9699,543.914,China
989,Matola,-25.9696,32.46,543.907,Mozambique
990,Bilaspur,22.0904,82.16,543.454,India
991,Sargodha,32.0854,72.675,542.603,Pakistan
992,Leipzig,51.3354,12.41,542.529,Germany
993,Tinnevelly,8.7304,77.69,542.2,India
994,Cancun,21.17,-86.83,542.043,Mexico
995,Yangzhou,32.4,119.43,539.715,China
996,Novokuznetsk,53.75,87.115,539.616,Russia
997,Latakia,35.54,35.78,539.147,Syria
998,Heroica Matamoros,25.88,-97.5,538.785,Mexico
999,Goteborg,57.75,12.0,537.797,Sweden
2783,Papeete,-17.5334,-149.5667,131.695,French Polynesia
