,name,population,lat,lon
351,CHANTELOUP,0.1,48.8851752414,1.02887527116
352,LA CHAPELLE-DU-BOIS-DES-FAULX,0.5,49.1080526721,1.17181025822
353,LA CHARTRE-SUR-LE-LOIR,1.5,47.7303686417,0.582042206339
354,LIVET-EN-SAOSNOIS,0.1,48.3561318237,0.211071803966
355,LA MILESSE,2.4,48.0667169973,0.135919277684
356,MONCE-EN-BELIN,3.4,47.8982351133,0.196356138911
357,MONTIGNY,0.0,48.453861476,0.184740038604
358,RAHAY,0.2,47.957486899,0.811406701903
359,RENE,0.4,48.2766544769,0.217202160114
360,TUFFE,1.6,48.120886565,0.50838049197
361,AIME,3.5,45.5525768932,6.61836974596
362,ALBENS,3.2,45.789988746,5.93731067789
363,ARBIN,0.8,45.510931197,6.07455521712
364,AUSSOIS,0.7000000000000001,45.2550275097,6.72903201851
365,CHAMOUSSET,0.5,45.5652468191,6.20689994252
366,FRETERIVE,0.5,45.5925212338,6.20927183971
367,LA LECHERE,1.9,45.5274218608,6.46078348062
368,SAINTE-HELENE-SUR-ISERE,1.1,45.6022927013,6.32652357893
369,SAINT-JEAN-D'ARVEY,1.5,45.5971514646,5.99104015513
370,SAINT-MARTIN-DE-LA-PORTE,0.7000000000000001,45.2637926068,6.45954136522
371,SAINT-MAURICE-DE-ROTHERENS,0.2,45.6217369154,5.7020587596
372,SAINT-SORLIN-D'ARVES,0.30000000000000004,45.2010658466,6.20188332139
373,VILLARLURIN,0.30000000000000004,45.4528890539,6.52829257679
374,VILLAROUX,0.2,45.4620342064,6.0793012764
375,BERNEX,1.2,46.3566554818,6.69898825662
376,LES HOUCHES,3.1,45.8968732063,6.8000932715
377,MESIGNY,0.7000000000000001,45.9864538672,6.00616944554
378,REYVROZ,0.5,46.324542262,6.56224816436
379,USINENS,0.4,46.0141101531,5.85064952145
380,PARIS-12E-ARRONDISSEMENT,142.9,48.8351562307,2.41980703497
381,ANCOURTEVILLE-SUR-HERICOURT,0.2,49.6907478864,0.660651271131
