,Unnamed: 0,admin,capital,city,country,iso2,lat,lng,population,population_proper,ranks,continent_code,continent
0,0,Cameroun,admin,Douala,Cameroon,CM,4.0469,9.7084,1906000.0,1338082.0,690,AF,Afrique
1,1,Cameroun,primary,Yaoundé,Cameroon,CM,3.866667,11.516667,1611000.0,1060587.0,9,AF,Afrique
2,2,Cameroun,admin,Bamenda,Cameroon,CM,5.9597050000000005,10.145974,445299.0,393835.0,1527,AF,Afrique
3,3,Cameroun,admin,Garoua,Cameroon,CM,9.301425,13.397707,436899.0,293974.0,767,AF,Afrique
4,4,Cameroun,admin,Maroua,Cameroon,CM,10.590946,14.315925,319941.0,201371.0,602,AF,Afrique
5,5,Cameroun,admin,Bafoussam,Cameroon,CM,5.477752,10.417591,290768.0,290768.0,768,AF,Afrique
6,6,Cameroun,admin,Ngaoundéré,Cameroon,CM,7.316667,13.583332999999998,231357.0,37288.0,10,AF,Afrique
7,7,Cameroun,admin,Bertoua,Cameroon,CM,4.5833330000000005,13.683333,218111.0,88462.0,1815,AF,Afrique
15,15,Cameroun,admin,Buea,Cameroon,CM,4.1527,9.241,90088.0,90088.0,167,AF,Afrique
16,16,Cameroun,admin,Ébolowa,Cameroon,CM,2.9,11.15,87875.0,79500.0,374,AF,Afrique
0,0,Tchad,primary,N’Djamena,Chad,TD,12.108502,15.048173,989000.0,681387.0,1923,AF,Afrique
1,1,Tchad,admin,Bongor,Chad,TD,10.280556,15.372222,193941.0,30518.0,232,AF,Afrique
2,2,Tchad,admin,Sagh,Chad,TD,9.1429,18.3923,169196.0,102528.0,233,AF,Afrique
3,3,Tchad,admin,Abéché,Chad,TD,13.816667,20.816667,158317.0,74188.0,190,AF,Afrique
4,4,Tchad,admin,Moundou,Chad,TD,8.566667,16.083333,156705.0,135167.0,234,AF,Afrique
7,7,Tchad,admin,Am Timan,Chad,TD,11.0297,20.2827,30443.0,28885.0,13,AF,Afrique
8,8,Tchad,admin,Doba,Chad,TD,8.65,16.85,29597.0,24336.0,1529,AF,Afrique
9,9,Tchad,admin,Mongo,Chad,TD,12.184412,18.693031,27763.0,27763.0,1595,AF,Afrique
10,10,Tchad,admin,Ati,Chad,TD,13.2154,18.3353,25373.0,24074.0,1596,AF,Afrique
11,11,Tchad,admin,Laï,Chad,TD,9.3952,16.2989,19382.0,19382.0,1482,AF,Afrique
13,13,Tchad,admin,Mao,Chad,TD,14.121159,15.310305,18031.0,12049.0,567,AF,Afrique
14,14,Tchad,admin,Biltine,Chad,TD,14.533333,20.916667,11000.0,2365.0,305,AF,Afrique
15,15,Tchad,admin,Bol,Chad,TD,13.458611,14.714722,3303.0,3303.0,1925,AF,Afrique
16,16,Tchad,admin,Fada,Chad,TD,17.185351,21.581138,448.0,448.0,771,AF,Afrique
18,18,Tchad,admin,Moussoro,Chad,TD,13.641434,16.489409,0.0,,1530,AF,Afrique
19,19,Tchad,admin,Pala,Chad,TD,9.3642,14.9046,0.0,,1783,AF,Afrique
