,Unnamed: 0,admin,capital,city,country,iso2,lat,lng,population,population_proper,ranks,continent_code,continent
31,31,Indonésie,admin,Gorontalo,Indonesia,ID,0.5375,123.0625,365497.0,144195.0,13136,AS,Asie
32,32,Indonésie,admin,Ambon,Indonesia,ID,-3.695833,128.183333,355596.0,99526.0,12960,AS,Asie
35,35,Indonésie,admin,Kupang,Indonesia,ID,-10.170833,123.606944,282396.0,259200.0,9596,AS,Asie
47,47,Indonésie,admin,Tanjungpinang,Indonesia,ID,0.916667,104.458333,226666.0,125472.0,13130,AS,Asie
57,57,Indonésie,admin,Jayapura,Indonesia,ID,-2.534722,140.705556,169341.0,134895.0,12962,AS,Asie
58,58,Indonésie,admin,Kendari,Indonesia,ID,-3.975,122.516667,165377.0,165377.0,12963,AS,Asie
60,60,Indonésie,admin,Palangkaraya,Indonesia,ID,-2.208333,113.916667,148289.0,148289.0,12965,AS,Asie
63,63,Indonésie,admin,Pangkalpinang,Indonesia,ID,-2.120833,106.1125,125933.0,73638.0,12968,AS,Asie
81,81,Indonésie,admin,Manokwari,Indonesia,ID,-0.8611110000000001,134.0625,74504.0,53190.0,9527,AS,Asie
142,142,Indonésie,admin,Padang,Indonesia,ID,-0.941667,100.375,0.0,,13257,AS,Asie
154,154,Indonésie,admin,Serang,Indonesia,ID,-6.115278,106.154167,0.0,,9535,AS,Asie
358,358,Indonésie,admin,Denpasar,Indonesia,ID,-8.65,115.216667,0.0,,13226,AS,Asie
811,811,Indonésie,admin,Mamuju,Indonesia,ID,-2.680556,118.886111,0.0,,10913,AS,Asie
1550,1550,Indonésie,admin,Mataram,Indonesia,ID,-8.583333,116.116667,0.0,,10182,AS,Asie
2222,2222,Indonésie,admin,Medan,Indonesia,ID,3.583333,98.666667,0.0,,11207,AS,Asie
2382,2382,Indonésie,primary,Jakarta,Indonesia,ID,-6.174444,106.829444,0.0,,11014,AS,Asie
3219,3219,Indonésie,admin,Banda Aceh,Indonesia,ID,5.541667,95.333333,0.0,,16384,AS,Asie
3490,3490,Indonésie,admin,Manado,Indonesia,ID,1.4821799999999998,124.848922,0.0,,16717,AS,Asie
4463,4463,Indonésie,admin,Pontianak,Indonesia,ID,-0.031944,109.325,0.0,,17690,AS,Asie
6190,6190,Indonésie,admin,Semarang,Indonesia,ID,-6.993056,110.420833,0.0,,15426,AS,Asie
6830,6830,Indonésie,admin,Tanjung Selor,Indonesia,ID,2.8375,117.365278,0.0,,3636,AS,Asie
7073,7073,Indonésie,admin,Bandung,Indonesia,ID,-6.9222220000000005,107.606944,0.0,,3810,AS,Asie
8365,8365,Indonésie,admin,Makassar,Indonesia,ID,-5.148611,119.431944,0.0,,4283,AS,Asie
8483,8483,Indonésie,admin,Sofifi,Indonesia,ID,0.737287,127.558801,0.0,,4128,AS,Asie
0,0,Iran,primary,Tehran,Iran,IR,35.705,51.4216,7873000.0,7153309.0,1116,AS,Asie
1,1,Iran,admin,Mashhad,Iran,IR,36.315591,59.567964,2469000.0,2167253.0,1117,AS,Asie
2,2,Iran,admin,Eşfahān,Iran,IR,32.657218,51.677608,1628000.0,1517766.0,1118,AS,Asie
3,3,Iran,admin,Karaj,Iran,IR,35.832664,50.991545,1423000.0,1423000.0,1119,AS,Asie
4,4,Iran,admin,Tabrīz,Iran,IR,38.08,46.2919,1413000.0,1196426.0,1120,AS,Asie
5,5,Iran,admin,Shīrāz,Iran,IR,29.610308000000003,52.531135,1240000.0,1240000.0,1121,AS,Asie
6,6,Iran,admin,Ahvāz,Iran,IR,31.312381,48.677175,996000.0,841145.0,1122,AS,Asie
7,7,Iran,admin,Qom,Iran,IR,34.6401,50.8764,973000.0,893956.0,1123,AS,Asie
8,8,Iran,admin,Kermānshāh,Iran,IR,34.314167,47.065,828313.0,828313.0,1124,AS,Asie
9,9,Iran,admin,Zāhedān,Iran,IR,29.4963,60.8629,598887.0,551980.0,1125,AS,Asie
10,10,Iran,admin,Rasht,Iran,IR,37.276108,49.58862,594590.0,494885.0,1126,AS,Asie
11,11,Iran,admin,Kermān,Iran,IR,30.283209000000006,57.07879000000001,577514.0,535522.0,1127,AS,Asie
12,12,Iran,admin,Orūmīyeh,Iran,IR,37.5553,45.0724,577307.0,577307.0,1128,AS,Asie
13,13,Iran,admin,Hamadān,Iran,IR,34.799215999999994,48.514556,528256.0,330.0,1129,AS,Asie
14,14,Iran,admin,Arāk,Iran,IR,34.091741,49.689164,503647.0,423251.0,1115,AS,Asie
15,15,Iran,admin,Yazd,Iran,IR,31.897222,54.3675,477905.0,425942.0,1098,AS,Asie
16,16,Iran,admin,Qazvīn,Iran,IR,36.2797,50.0049,464551.0,333635.0,1097,AS,Asie
17,17,Iran,admin,Bandar ‘Abbās,Iran,IR,27.1865,56.2808,461499.0,367508.0,1096,AS,Asie
20,20,Iran,admin,Khorramābād,Iran,IR,33.48777800000001,48.355833,375198.0,329825.0,1067,AS,Asie
22,22,Iran,admin,Zanjān,Iran,IR,36.67642100000001,48.496282,357471.0,352554.0,1069,AS,Asie
23,23,Iran,admin,Sanandaj,Iran,IR,35.314948,46.998831,349176.0,314420.0,1070,AS,Asie
24,24,Iran,admin,Bīrjand,Iran,IR,32.866277000000004,59.221139,324703.0,196982.0,1071,AS,Asie
26,26,Iran,admin,Gorgān,Iran,IR,36.8427,54.443907,281023.0,244937.0,1073,AS,Asie
27,27,Iran,admin,Sārī,Iran,IR,36.563319,53.060087,271467.0,255396.0,1074,AS,Asie
34,34,Iran,admin,Bojnūrd,Iran,IR,37.47473,57.32903100000001,208582.0,192041.0,1081,AS,Asie
40,40,Iran,admin,Bandar-e Būshehr,Iran,IR,28.9684,50.8385,169060.0,165377.0,1090,AS,Asie
45,45,Iran,admin,Īlām,Iran,IR,33.6374,46.4227,152894.0,140940.0,1085,AS,Asie
49,49,Iran,admin,Shahr-e Kord,Iran,IR,32.325556,50.864444,129153.0,129153.0,1088,AS,Asie
50,50,Iran,admin,Semnān,Iran,IR,35.576915,53.39204599999999,124826.0,110950.0,996,AS,Asie
55,55,Iran,admin,Yāsūj,Iran,IR,30.668237,51.587963,96786.0,96786.0,1443,AS,Asie
113,113,Iran,admin,Ardabīl,Iran,IR,38.2498,48.2933,0.0,,1433,AS,Asie
0,0,Iraq,primary,Baghdad,Iraq,IQ,33.340582,44.400876,5054000.0,5054000.0,276,AS,Asie
1,1,Iraq,admin,Mosul,Iraq,IQ,36.335,43.118889,1316000.0,1140934.0,277,AS,Asie
2,2,Iraq,admin,Dihok,Iraq,IQ,36.867089,42.988446,986000.0,255000.0,278,AS,Asie
3,3,Iraq,admin,Erbil,Iraq,IQ,36.192573,44.01062,926000.0,665740.0,279,AS,Asie
4,4,Iraq,admin,Al Başrah,Iraq,IQ,30.533016,47.797466,870000.0,870000.0,280,AS,Asie
5,5,Iraq,admin,An Najaf,Iraq,IQ,32.025944,44.346246,665552.0,560000.0,281,AS,Asie
6,6,Iraq,admin,Kirkuk,Iraq,IQ,35.468056,44.392222,601433.0,508672.0,267,AS,Asie
7,7,Iraq,admin,Al Ḩillah,Iraq,IQ,32.463671999999995,44.41963,594605.0,364700.0,282,AS,Asie
8,8,Iraq,admin,Karbalā’,Iraq,IQ,32.597902000000005,44.016482,510692.0,434450.0,284,AS,Asie
9,9,Iraq,admin,An Nāşirīyah,Iraq,IQ,31.057993,46.257262,451547.0,400249.0,285,AS,Asie
10,10,Iraq,admin,Ad Dīwānīyah,Iraq,IQ,31.992886,44.925521,358408.0,318801.0,286,AS,Asie
11,11,Iraq,admin,Al ‘Amārah,Iraq,IQ,31.835612,47.144832,345007.0,323302.0,300,AS,Asie
12,12,Iraq,admin,Al Kūt,Iraq,IQ,32.512796,45.818171,321521.0,315162.0,301,AS,Asie
13,13,Iraq,admin,Ba‘qūbah,Iraq,IQ,33.746595,44.643663,299479.0,152550.0,302,AS,Asie
14,14,Iraq,admin,Ar Ramādī,Iraq,IQ,33.420559999999995,43.307779,295121.0,274539.0,303,AS,Asie
17,17,Iraq,admin,As Samāwah,Iraq,IQ,31.305904,45.279884,174978.0,152890.0,306,AS,Asie
23,23,Iraq,admin,Tikrīt,Iraq,IQ,34.615807000000004,43.678606,56591.0,42477.0,232,AS,Asie
67,67,Iraq,admin,Slêmanî,Iraq,IQ,35.564964,45.432905,0.0,,70,AS,Asie
0,0,Japon,primary,Tokyo,Japan,JP,35.685,139.751389,35676000.0,8336599.0,94,AS,Asie
1,1,Japon,admin,Ōsaka,Japan,JP,34.683333000000005,135.51666699999998,11294000.0,2592413.0,95,AS,Asie
2,2,Japon,admin,Yokohama,Japan,JP,35.43333300000001,139.65,3697894.0,3697894.0,96,AS,Asie
3,3,Japon,admin,Nagoya,Japan,JP,35.183333000000005,136.9,3230000.0,2191279.0,132,AS,Asie
4,4,Japon,admin,Fukuoka,Japan,JP,33.6,130.416667,2792000.0,1392289.0,133,AS,Asie
5,5,Japon,admin,Sapporo,Japan,JP,43.066667,141.35,2544000.0,1861786.0,134,AS,Asie
6,6,Japon,admin,Sendai,Japan,JP,38.266667,140.866667,2250000.0,1037562.0,135,AS,Asie
7,7,Japon,admin,Hiroshima,Japan,JP,34.4,132.45,2045000.0,1143841.0,136,AS,Asie
8,8,Japon,admin,Kyōto,Japan,JP,35.016667,135.75,1805000.0,1459640.0,137,AS,Asie
9,9,Japon,admin,Kōbe,Japan,JP,34.683333000000005,135.183333,1528478.0,1528478.0,138,AS,Asie
13,13,Japon,admin,Okayama,Japan,JP,34.65,133.933333,866092.0,639652.0,142,AS,Asie
14,14,Japon,admin,Kumamoto,Japan,JP,32.783333,130.73333300000002,718232.0,680423.0,143,AS,Asie
15,15,Japon,admin,Shizuoka,Japan,JP,34.983333,138.383333,701561.0,671332.0,144,AS,Asie
16,16,Japon,admin,Utsunomiya,Japan,JP,36.566667,139.883333,667752.0,449865.0,145,AS,Asie
17,17,Japon,admin,Nagano,Japan,JP,36.65,138.183333,594311.0,360176.0,131,AS,Asie
19,19,Japon,admin,Niigata,Japan,JP,37.9,139.0,569797.0,505272.0,148,AS,Asie
20,20,Japon,admin,Kagoshima,Japan,JP,31.566667,130.55,555352.0,516833.0,149,AS,Asie
21,21,Japon,admin,Kanazawa,Japan,JP,36.6,136.616667,551249.0,458937.0,150,AS,Asie
22,22,Japon,admin,Ōtsu,Japan,JP,35.0,135.866667,536976.0,338629.0,151,AS,Asie
24,24,Japon,admin,Tsu,Japan,JP,34.733333,136.51666699999998,500000.0,284969.0,153,AS,Asie
25,25,Japon,admin,Ōita,Japan,JP,33.233333,131.6,448907.0,375294.0,154,AS,Asie
26,26,Japon,admin,Tokushima,Japan,JP,34.066666999999995,134.566667,443760.0,267345.0,155,AS,Asie
27,27,Japon,admin,Wakayama,Japan,JP,34.233333,135.166667,440006.0,351000.0,156,AS,Asie
28,28,Japon,admin,Nagasaki,Japan,JP,32.75,129.883333,435455.0,410204.0,157,AS,Asie
29,29,Japon,admin,Gifu,Japan,JP,35.43333300000001,136.783333,412895.0,397714.0,158,AS,Asie
32,32,Japon,admin,Mito,Japan,JP,36.35,140.45,353892.0,246538.0,161,AS,Asie
33,33,Japon,admin,Maebashi,Japan,JP,36.4,139.083333,344871.0,282711.0,147,AS,Asie
35,35,Japon,admin,Kōchi,Japan,JP,33.55,133.533333,335570.0,310620.0,129,AS,Asie
36,36,Japon,admin,Takamatsu,Japan,JP,34.333333,134.05,334223.0,325500.0,128,AS,Asie
37,37,Japon,admin,Toyama,Japan,JP,36.7,137.216667,332812.0,325532.0,97,AS,Asie
38,38,Japon,admin,Miyazaki,Japan,JP,31.916667,131.416667,324384.0,311203.0,98,AS,Asie
39,39,Japon,admin,Akita,Japan,JP,39.716667,140.1,320069.0,281856.0,99,AS,Asie
41,41,Japon,admin,Aomori,Japan,JP,40.816667,140.73333300000002,298394.0,264749.0,101,AS,Asie
42,42,Japon,admin,Morioka,Japan,JP,39.7,141.15,295172.0,294393.0,102,AS,Asie
43,43,Japon,admin,Fukushima,Japan,JP,37.75,140.466667,294237.0,263686.0,103,AS,Asie
44,44,Japon,admin,Yamagata,Japan,JP,38.233333,140.366667,272209.0,254538.0,104,AS,Asie
48,48,Japon,admin,Kōfu,Japan,JP,35.666667,138.566667,197540.0,190000.0,108,AS,Asie
52,52,Japon,admin,Matsue,Japan,JP,35.483333,133.05,156811.0,144243.0,112,AS,Asie
54,54,Japon,admin,Tottori,Japan,JP,35.5,134.23333300000002,154098.0,131173.0,127,AS,Asie
62,62,Japon,admin,Matsuyama,Japan,JP,33.833333,132.76666699999998,0.0,,119,AS,Asie
64,64,Japon,admin,Saitama,Japan,JP,35.9,139.65,0.0,,117,AS,Asie
66,66,Japon,admin,Naha,Japan,JP,26.216667,127.683333,0.0,,115,AS,Asie
68,68,Japon,admin,Nara,Japan,JP,34.683333000000005,135.833333,0.0,,120,AS,Asie
70,70,Japon,admin,Fukui,Japan,JP,36.066667,136.216667,0.0,,312,AS,Asie
72,72,Japon,admin,Saga,Japan,JP,33.233333,130.3,0.0,,895,AS,Asie
74,74,Japon,admin,Yamaguchi,Japan,JP,34.183333000000005,131.466667,0.0,,897,AS,Asie
75,75,Japon,admin,Chiba,Japan,JP,35.6,140.116667,0.0,,898,AS,Asie
0,0,Kazakhstan,admin,Almaty,Kazakhstan,KZ,43.256667,76.928611,1209000.0,983512.0,900,AS,Asie
1,1,Kazakhstan,admin,Shymkent,Kazakhstan,KZ,42.3,69.6,465392.0,414032.0,901,AS,Asie
2,2,Kazakhstan,admin,Qaraghandy,Kazakhstan,KZ,49.8,73.1,451800.0,304747.0,902,AS,Asie
3,3,Kazakhstan,admin,Taraz,Kazakhstan,KZ,42.9,71.366667,358153.0,307294.0,903,AS,Asie
4,4,Kazakhstan,primary,Astana,Kazakhstan,KZ,51.166666,71.45,345604.0,325021.0,904,AS,Asie
5,5,Kazakhstan,admin,Pavlodar,Kazakhstan,KZ,52.283333,76.966666,329002.0,303506.0,905,AS,Asie
6,6,Kazakhstan,admin,Öskemen,Kazakhstan,KZ,49.966666,82.6,319067.0,249634.0,906,AS,Asie
8,8,Kazakhstan,admin,Qyzylorda,Kazakhstan,KZ,44.85,65.5,300000.0,126519.0,908,AS,Asie
9,9,Kazakhstan,admin,Aqtöbe,Kazakhstan,KZ,50.3,57.183333,262457.0,258529.0,894,AS,Asie
10,10,Kazakhstan,admin,Qostanay,Kazakhstan,KZ,53.216666,63.63333299999999,236901.0,210000.0,909,AS,Asie
11,11,Kazakhstan,admin,Petropavl,Kazakhstan,KZ,54.866666,69.15,228238.0,200920.0,911,AS,Asie
12,12,Kazakhstan,admin,Oral,Kazakhstan,KZ,51.233333,51.366667,209788.0,200000.0,912,AS,Asie
13,13,Kazakhstan,admin,Atyraū,Kazakhstan,KZ,47.116667,51.883333,182753.0,158413.0,913,AS,Asie
15,15,Kazakhstan,admin,Kökshetaū,Kazakhstan,KZ,53.283333,69.4,128873.0,124444.0,915,AS,Asie
20,20,Kazakhstan,admin,Taldyqorghan,Kazakhstan,KZ,45.016666,78.383333,88380.0,88380.0,920,AS,Asie
85,85,Kazakhstan,admin,Aqtaū,Kazakhstan,KZ,43.65,51.166666,4479.0,4479.0,985,AS,Asie
0,0,Jordanie,primary,Amman,Jordan,JO,31.95,35.93333300000001,1060000.0,1060000.0,992,AS,Asie
1,1,Jordanie,admin,Az Zarqā’,Jordan,JO,32.072754,36.08796,894691.0,792665.0,978,AS,Asie
2,2,Jordanie,admin,Irbid,Jordan,JO,32.555556,35.85,650000.0,292040.0,927,AS,Asie
3,3,Jordanie,admin,As Salţ,Jordan,JO,32.039167,35.727222,140689.0,80189.0,961,AS,Asie
4,4,Jordanie,admin,Al Karak,Jordan,JO,31.184722,35.704722,80062.0,21678.0,959,AS,Asie
5,5,Jordanie,admin,Al Mafraq,Jordan,JO,32.342890999999995,36.208045,57118.0,57118.0,929,AS,Asie
6,6,Jordanie,admin,Ma‘ān,Jordan,JO,30.196235,35.734052,50350.0,50350.0,930,AS,Asie
7,7,Jordanie,admin,Aţ Ţafīlah,Jordan,JO,30.837518,35.604425,25429.0,25429.0,931,AS,Asie
17,17,Jordanie,admin,‘Ajlūn,Jordan,JO,32.333265000000004,35.752794,0.0,,941,AS,Asie
22,22,Jordanie,admin,Ma’dabā,Jordan,JO,31.715993,35.793919,0.0,,946,AS,Asie
66,66,Jordanie,admin,Jarash,Jordan,JO,32.28082,35.899287,0.0,,432,AS,Asie
89,89,Jordanie,admin,Al ‘Aqabah,Jordan,JO,29.526702,35.007822,0.0,,331,AS,Asie
4,4,Corée du Nord,admin,Ch’ŏngjin,"Korea, North",KP,41.795556,129.775833,672614.0,327000.0,336,AS,Asie
7,7,Corée du Nord,admin,Wŏnsan,"Korea, North",KP,39.15277800000001,127.443611,329207.0,315643.0,339,AS,Asie
8,8,Corée du Nord,admin,Kanggye,"Korea, North",KP,40.969465,126.585231,299514.0,209530.0,340,AS,Asie
9,9,Corée du Nord,admin,Sinŭiju,"Korea, North",KP,40.100556,124.398056,288112.0,46356.0,341,AS,Asie
10,10,Corée du Nord,admin,Hyesan,"Korea, North",KP,41.401667,128.177778,227461.0,227461.0,342,AS,Asie
11,11,Corée du Nord,admin,Haeju,"Korea, North",KP,38.040556,125.714722,224231.0,222396.0,343,AS,Asie
28,28,Corée du Nord,admin,Rajin,"Korea, North",KP,42.248889,130.300278,0.0,,838,AS,Asie
29,29,Corée du Nord,primary,Pyongyang,"Korea, North",KP,39.019444,125.754722,0.0,,839,AS,Asie
30,30,Corée du Nord,admin,Sariwŏn,"Korea, North",KP,38.507222,125.755833,0.0,,840,AS,Asie
33,33,Corée du Nord,admin,Hamhŭng,"Korea, North",KP,39.918333,127.536389,0.0,,843,AS,Asie
34,34,Corée du Nord,admin,P’yŏngsŏng,"Korea, North",KP,39.246389,125.871944,0.0,,844,AS,Asie
0,0,Corée du Sud,primary,Seoul,"Korea, South",KR,37.5985,126.9783,9796000.0,9796000.0,846,AS,Asie
1,1,Corée du Sud,admin,Busan,"Korea, South",KR,35.102778,129.040278,3480000.0,3480000.0,847,AS,Asie
2,2,Corée du Sud,admin,Incheon,"Korea, South",KR,37.453611,126.731667,2550000.0,2550000.0,848,AS,Asie
3,3,Corée du Sud,admin,Daegu,"Korea, South",KR,35.870278000000006,128.591111,2460000.0,2460000.0,849,AS,Asie
5,5,Corée du Sud,admin,Gwangju,"Korea, South",KR,35.154722,126.915556,1440000.0,1416938.0,851,AS,Asie
8,8,Corée du Sud,admin,Ulsan,"Korea, South",KR,35.537222,129.316667,1061000.0,962865.0,854,AS,Asie
12,12,Corée du Sud,admin,Cheongju,"Korea, South",KR,36.63534600000001,127.46781,775096.0,663745.0,825,AS,Asie
14,14,Corée du Sud,admin,Jeonju,"Korea, South",KR,35.821945,127.14888899999998,711424.0,648473.0,470,AS,Asie
16,16,Corée du Sud,admin,Jeju,"Korea, South",KR,33.509722,126.521944,408364.0,314152.0,440,AS,Asie
30,30,Corée du Sud,admin,Chuncheon,"Korea, South",KR,37.874722,127.734167,0.0,,454,AS,Asie
48,48,Corée du Sud,admin,Daejeon,"Korea, South",KR,36.321389,127.419722,0.0,,1540,AS,Asie
86,86,Corée du Sud,admin,Changwon,"Korea, South",KR,35.228056,128.68111100000002,0.0,,2228,AS,Asie
0,0,Kirghizistan,primary,Bishkek,Kyrgyzstan,KG,42.873056,74.600278,837000.0,804212.0,2235,AS,Asie
1,1,Kirghizistan,admin,Osh,Kyrgyzstan,KG,40.515062,72.80826400000002,391277.0,200000.0,2236,AS,Asie
2,2,Kirghizistan,admin,Jalal-Abad,Kyrgyzstan,KG,40.93333300000001,73.0,248899.0,75700.0,2237,AS,Asie
5,5,Kirghizistan,admin,Karakol,Kyrgyzstan,KG,42.49067700000001,78.393619,70171.0,56652.0,2257,AS,Asie
6,6,Kirghizistan,admin,Naryn,Kyrgyzstan,KG,41.42866,75.991106,52300.0,35707.0,2240,AS,Asie
8,8,Kirghizistan,admin,Talas,Kyrgyzstan,KG,42.522766,72.242745,35172.0,22120.0,2243,AS,Asie
56,56,Kirghizistan,admin,Batken,Kyrgyzstan,KG,40.062587,70.81939100000002,0.0,,2292,AS,Asie
0,0,Laos,primary,Vientiane,Laos,LA,17.966667,102.6,754000.0,570348.0,2308,AS,Asie
1,1,Laos,admin,Louangphabang,Laos,LA,19.886006,102.135029,107142.0,47378.0,2310,AS,Asie
2,2,Laos,admin,Pakxé,Laos,LA,15.120221,105.798979,102775.0,88332.0,2311,AS,Asie
3,3,Laos,admin,Savannakhét,Laos,LA,16.565045,104.752733,84898.0,66553.0,2312,AS,Asie
4,4,Laos,admin,Thakhèk,Laos,LA,17.397272,104.810188,76928.0,26200.0,2313,AS,Asie
5,5,Laos,admin,Xam Nua,Laos,LA,20.415915,104.048381,38992.0,38992.0,2314,AS,Asie
6,6,Laos,admin,Xaignabouli,Laos,LA,19.257564,101.710323,16200.0,16200.0,2315,AS,Asie
9,9,Laos,admin,Phôngsali,Laos,LA,21.683722,102.105357,6000.0,6000.0,2318,AS,Asie
12,12,Laos,admin,Attapu,Laos,LA,14.810707,106.831841,4297.0,4297.0,2321,AS,Asie
13,13,Laos,admin,Louang Namtha,Laos,LA,20.948598,101.401882,3225.0,3225.0,2322,AS,Asie
15,15,Laos,admin,Ban Houayxay,Laos,LA,20.276517,100.413023,0.0,,2309,AS,Asie
16,16,Laos,admin,Muang Xai,Laos,LA,20.692278,101.984721,0.0,,2224,AS,Asie
26,26,Laos,admin,Lamam,Laos,LA,15.417051,106.69461,0.0,,2130,AS,Asie
27,27,Laos,admin,Muang Pakxan,Laos,LA,18.382614,103.658574,0.0,,2131,AS,Asie
31,31,Laos,admin,Muang Phônsavan,Laos,LA,19.45,103.216667,0.0,,2135,AS,Asie
32,32,Laos,admin,Muang Phôn-Hông,Laos,LA,18.495654,102.414214,0.0,,2136,AS,Asie
0,0,Liban,primary,Beirut,Lebanon,LB,33.871944,35.509722,1846000.0,1712125.0,2148,AS,Asie
1,1,Liban,admin,Sidon,Lebanon,LB,33.559932,35.375636,173894.0,173894.0,2149,AS,Asie
3,3,Liban,admin,Zahlé,Lebanon,LB,33.849722,35.904167,78145.0,44239.0,2151,AS,Asie
5,5,Liban,admin,Baabda,Lebanon,LB,33.833889,35.544167,0.0,,2138,AS,Asie
7,7,Liban,admin,Halba,Lebanon,LB,34.54277800000001,36.079722,0.0,,2121,AS,Asie
12,12,Liban,admin,Nabatîyé,Lebanon,LB,33.378692,35.483123,0.0,,2092,AS,Asie
16,16,Liban,admin,Baalbek,Lebanon,LB,34.005833,36.218056,0.0,,2096,AS,Asie
21,21,Liban,admin,Tripoli,Lebanon,LB,34.436667,35.849722,0.0,,2101,AS,Asie
0,0,Malaisie,admin,George Town,Malaysia,MY,5.4112290000000005,100.335426,2500000.0,720202.0,2108,AS,Asie
1,1,Malaisie,primary,Kuala Lumpur,Malaysia,MY,3.166667,101.7,1448000.0,1448000.0,2109,AS,Asie
2,2,Malaisie,admin,Johor Bahru,Malaysia,MY,1.4655,103.7578,875000.0,802489.0,2110,AS,Asie
5,5,Malaisie,admin,Ipoh,Malaysia,MY,4.5841,101.0829,673318.0,639136.0,2113,AS,Asie
7,7,Malaisie,admin,Kota Kinabalu,Malaysia,MY,5.9749,116.0724,527671.0,457326.0,2115,AS,Asie
12,12,Malaisie,admin,Kuantan,Malaysia,MY,3.8077,103.326,366229.0,274695.0,2154,AS,Asie
14,14,Malaisie,admin,Kuala Terengganu,Malaysia,MY,5.3302,103.1408,350210.0,285065.0,2156,AS,Asie
15,15,Malaisie,admin,Alor Setar,Malaysia,MY,6.121045,100.360137,336475.0,217368.0,2192,AS,Asie
27,27,Malaisie,admin,Kangar,Malaysia,MY,6.4414,100.198619,63869.0,63869.0,2204,AS,Asie
30,30,Malaisie,admin,Klang,Malaysia,MY,3.0333330000000003,101.45,0.0,,2206,AS,Asie
31,31,Malaisie,admin,Seremban,Malaysia,MY,2.7297,101.9381,0.0,,2208,AS,Asie
33,33,Malaisie,admin,Kuching,Malaysia,MY,1.55,110.333333,0.0,,2210,AS,Asie
36,36,Malaisie,admin,Victoria,Malaysia,MY,5.276667,115.241667,0.0,,2213,AS,Asie
0,0,Mongolie,primary,Ulaanbaatar,Mongolia,MN,47.916667,106.916667,885000.0,769612.0,2217,AS,Asie
1,1,Mongolie,admin,Erdenet,Mongolia,MN,49.033333,104.083333,79647.0,79647.0,2218,AS,Asie
3,3,Mongolie,admin,Ulaangom,Mongolia,MN,49.981111,92.066667,35796.0,28085.0,2220,AS,Asie
4,4,Mongolie,admin,Ölgiy,Mongolia,MN,48.968333,89.9625,34934.0,28400.0,2221,AS,Asie
5,5,Mongolie,admin,Choybalsan,Mongolia,MN,48.066667,114.5,33376.0,33376.0,2207,AS,Asie
6,6,Mongolie,admin,Arvayheer,Mongolia,MN,46.263889,102.775,28053.0,28053.0,2190,AS,Asie
7,7,Mongolie,admin,Mörön,Mongolia,MN,49.634167,100.1625,27690.0,21527.0,2189,AS,Asie
8,8,Mongolie,admin,Sühbaatar,Mongolia,MN,50.231389,106.207778,24235.0,24235.0,2188,AS,Asie
9,9,Mongolie,admin,Tsetserleg,Mongolia,MN,47.475,101.454167,19812.0,16300.0,2157,AS,Asie
12,12,Mongolie,admin,Bulgan,Mongolia,MN,48.8125,103.534722,17348.0,17348.0,2160,AS,Asie
13,13,Mongolie,admin,Baruun-Urt,Mongolia,MN,46.680556,113.279167,15805.0,15805.0,2161,AS,Asie
14,14,Mongolie,admin,Dalandzadgad,Mongolia,MN,43.570833,104.425,15093.0,11889.0,2162,AS,Asie
15,15,Mongolie,admin,Öndörhaan,Mongolia,MN,47.319444,110.655556,14723.0,10144.0,2163,AS,Asie
16,16,Mongolie,admin,Uliastay,Mongolia,MN,47.741667,96.844444,8056.0,8056.0,2164,AS,Asie
55,55,Mongolie,admin,Dzuunmod,Mongolia,MN,47.706944,106.952778,0.0,,2544,AS,Asie
75,75,Mongolie,admin,Hovd,Mongolia,MN,48.005556,91.641944,0.0,,2563,AS,Asie
93,93,Mongolie,admin,Saynshand,Mongolia,MN,44.893056,110.134722,0.0,,2513,AS,Asie
133,133,Mongolie,admin,Darhan,Mongolia,MN,49.486667,105.922778,0.0,,2622,AS,Asie
162,162,Mongolie,admin,Choyr,Mongolia,MN,46.361111,108.361111,0.0,,2583,AS,Asie
207,207,Mongolie,admin,Bayanhongor,Mongolia,MN,46.194444,100.718056,0.0,,2423,AS,Asie
231,231,Mongolie,admin,Altay,Mongolia,MN,46.372222,96.258333,0.0,,2379,AS,Asie
234,234,Mongolie,admin,Mandalgovĭ,Mongolia,MN,45.7625,106.270833,0.0,,2382,AS,Asie
0,0,Pakistan,admin,Karachi,Pakistan,PK,24.9056,67.0822,12130000.0,11624219.0,1713,AS,Asie
1,1,Pakistan,admin,Lahore,Pakistan,PK,31.549722,74.343611,6577000.0,6310888.0,1728,AS,Asie
8,8,Pakistan,admin,Peshāwar,Pakistan,PK,34.008,71.57848800000002,1303000.0,1218773.0,1736,AS,Asie
10,10,Pakistan,primary,Islamabad,Pakistan,PK,33.69,73.0551,780000.0,601600.0,1738,AS,Asie
11,11,Pakistan,admin,Quetta,Pakistan,PK,30.184138,67.00140999999999,768000.0,733675.0,1739,AS,Asie
1,1,Philippines,admin,Quezon City,Philippines,PH,14.6488,121.0509,2761720.0,2761720.0,1583,AS,Asie
2,2,Philippines,admin,Davao,Philippines,PH,7.0730559999999985,125.612778,1402000.0,1212504.0,1584,AS,Asie
3,3,Philippines,admin,Cagayan de Oro,Philippines,PH,8.481111,124.643056,1121561.0,602088.0,1585,AS,Asie
4,4,Philippines,admin,General Santos,Philippines,PH,6.112778,125.171667,950530.0,538086.0,1586,AS,Asie
